genome_id	otu	ncbi_id	novelty_category	source_path	source_label	normalized_source_label	matched_gtdb_species_count	matched_gtdb_species	match_decision	assembly_summary_gtdb_species_count	assembly_summary_gtdb_species	assembly_summary_accessions	assembly_summary_decision
Otu1062.0	49546	669041	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/T-219_S4_contigs.fasta	T-219 S4	t 219 s4	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu364	2157	673860	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Aciduliprofundum_sp_MAR08-339_genomic.fasta	Aciduliprofundum sp MAR08-339	aciduliprofundum sp mar08 339	1	s__Aciduliprofundum sp000327505	exact_source_name_unique_gtdb_species	1	s__Aciduliprofundum sp000327505	GCF_000327505.1	assembly_summary_unique_gtdb_species
Otu610	2	359303	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_loihica_PV-4_genomic.fasta	Shewanella loihica PV-4	shewanella loihica pv 4	1	s__Shewanella loihica	exact_source_name_unique_gtdb_species	1	s__Shewanella loihica	GCF_000016065.1	assembly_summary_unique_gtdb_species
Otu368	2	662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_natriegens_strain_CCUG_16373_genomic.fasta	Vibrio natriegens strain CCUG 16373	vibrio natriegens ccug 16373	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu132	2	914150	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Kangiella_geojedonensis_strain_YCS-5_genomic.fasta	Kangiella geojedonensis strain YCS-5	kangiella geojedonensis ycs 5	0		no_exact_source_name_match	1	s__Kangiella geojedonensis	GCF_000981765.1	assembly_summary_unique_gtdb_species
Otu136	2	40269	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A3_S3_contigs.fasta	A3 S3	a3 s3	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu139	2	645	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Aeromonas_salmonicida_subsp_salmonicida_A449_genomic.fasta	Aeromonas salmonicida subsp salmonicida A449	aeromonas salmonicida subsp salmonicida a449	1	s__Aeromonas salmonicida	exact_source_name_unique_gtdb_species	1	s__Aeromonas salmonicida	GCF_000196395.1,GCF_902506035.1	assembly_summary_unique_gtdb_species
Otu203	2	316	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pseudomonas_balearica_DSM_6083_genomic.fasta	Pseudomonas balearica DSM 6083	pseudomonas balearica dsm 6083	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu846.0	194924	876	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfovibrio_desulfuricans_ND132_genomic.fasta	Desulfovibrio desulfuricans ND132	desulfovibrio desulfuricans nd132	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu10	2	662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/11_S11_contigs.fasta	11 S11	11 s11	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu11	2157	54248	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Hyperthermus_butylicus_DSM_5456_genomic.fasta	Hyperthermus butylicus DSM 5456	hyperthermus butylicus dsm 5456	1	s__Hyperthermus butylicus	exact_source_name_unique_gtdb_species	1	s__Hyperthermus butylicus	GCF_000015145.1	assembly_summary_unique_gtdb_species
Otu1263	2	62322	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_baltica_OS678_genomic.fasta	Shewanella baltica OS678	shewanella baltica os678	1	s__Shewanella baltica	exact_source_name_unique_gtdb_species	1	s__Shewanella baltica	GCF_000178875.2	assembly_summary_unique_gtdb_species
Otu2438	2157	46770	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cenarchaeum_symbiosum_A_genomic.fasta	Cenarchaeum symbiosum A	cenarchaeum symbiosum a	1	s__Cenarchaeum symbiosum	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu968.0	72275	314275	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic.fasta	Alteromonas macleodii str Ionian Sea UM7	alteromonas macleodii ionian sea um7	0		no_exact_source_name_match	1	s__Alteromonas mediterranea	GCF_000439515.1,GCF_000439535.1,GCF_000439555.1,GCF_000439575.1,GCF_000439595.1	assembly_summary_unique_gtdb_species
Otu47.0	41295	1263979	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Candidatus_Endolissoclinum_faulkneri_L5_genomic.fasta	Candidatus Endolissoclinum faulkneri L5	candidatus endolissoclinum faulkneri l5	1	s__Thalassobaculum faulkneri_A	exact_source_name_unique_gtdb_species	1	s__Thalassobaculum faulkneri_A	GCF_000510265.1	assembly_summary_unique_gtdb_species
Otu1264	2	29486	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Yersinia_ruckeri_YRB_genomic.fasta	Yersinia ruckeri YRB	yersinia ruckeri yrb	0		no_exact_source_name_match	1	s__Yersinia ruckeri	GCF_000834255.1	assembly_summary_unique_gtdb_species
Otu399.0	135616	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_PM31429B_genomic.fasta	Piscirickettsia salmonis strain PM31429B	piscirickettsia salmonis pm31429b	0		no_exact_source_name_match	1	s__Piscirickettsia salmonis	GCF_001932915.1	assembly_summary_unique_gtdb_species
Otu1466	2	285091	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alcanivorax_dieselolei_B5_genomic.fasta	Alcanivorax dieselolei B5	alcanivorax dieselolei b5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1460	2157	1480675	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Halolamina_sediminis_strain_halo7_genomic.fasta	Halolamina sediminis strain halo7	halolamina sediminis halo7	0		no_exact_source_name_match	1	s__Halolamina sediminis	GCF_001282785.1	assembly_summary_unique_gtdb_species
Otu235.0	72275	2742	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinobacter_salarius_R9SW1_genomic.fasta	Marinobacter salarius R9SW1	marinobacter salarius r9sw1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2087	2	80852	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vw27_S8_contigs.fasta	Vw27 S8	vw27 s8	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu625	2	309805	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Persephonella_marina_EX-H1_genomic.fasta	Persephonella marina EX-H1	persephonella marina ex h1	1	s__Persephonella marina	exact_source_name_unique_gtdb_species	1	s__Persephonella marina	GCF_000021565.1	assembly_summary_unique_gtdb_species
Otu638.0	31989	60136	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti22_S2_contigs.fasta	Titti22 S2	titti22 s2	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu497.0	49546	104267	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/T-280_S9_contigs.fasta	T-280 S9	t 280 s9	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu497.1	49546	96345	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_V4-24_genomic.fasta	Flavobacterium psychrophilum V4-24	flavobacterium psychrophilum v4 24	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1082	2	1219	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Prochlorococcus_marinus_str_MIT_9215_genomic.fasta	Prochlorococcus marinus str MIT 9215	prochlorococcus marinus mit 9215	2	s__MIT-9215 sp949486985,s__Prochlorococcus_A marinus_A	exact_source_name_ambiguous_gtdb_species	1	s__Prochlorococcus_A marinus_A	GCF_000018065.1	assembly_summary_unique_gtdb_species
Otu180	2	316278	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Synechococcus_sp_RCC307_genomic.fasta	Synechococcus sp RCC307	synechococcus sp rcc307	1	s__RCC307 sp000063525	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu842.0	49546	104267	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/T-217_S6_contigs.fasta	T-217 S6	t 217 s6	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_343_length_2376_cov_8.77188	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_343_length_2376_cov_8.77188.fasta	RNODE 343 length 2376 cov 8.77188	rnode 343 length 2376 cov 8 77188	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_146_length_5606_cov_4.42067	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_146_length_5606_cov_4.42067.fasta	RNODE 146 length 5606 cov 4.42067	rnode 146 length 5606 cov 4 42067	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_234_length_1595_cov_9.13223	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_234_length_1595_cov_9.13223.fasta	RNODE 234 length 1595 cov 9.13223	rnode 234 length 1595 cov 9 13223	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_372_length_2448_cov_3.45466	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_372_length_2448_cov_3.45466.fasta	RNODE 372 length 2448 cov 3.45466	rnode 372 length 2448 cov 3 45466	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_109_length_1521_cov_3.43229	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_109_length_1521_cov_3.43229.fasta	RNODE 109 length 1521 cov 3.43229	rnode 109 length 1521 cov 3 43229	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_74_length_1811_cov_7.67971	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_74_length_1811_cov_7.67971.fasta	RNODE 74 length 1811 cov 7.67971	rnode 74 length 1811 cov 7 67971	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_125_length_3363_cov_4.82640	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_125_length_3363_cov_4.82640.fasta	RNODE 125 length 3363 cov 4.82640	rnode 125 length 3363 cov 4 82640	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_254_length_2341_cov_33.31005	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_254_length_2341_cov_33.31005.fasta	RNODE 254 length 2341 cov 33.31005	rnode 254 length 2341 cov 33 31005	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_528_length_4221_cov_4.74329	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_528_length_4221_cov_4.74329.fasta	RNODE 528 length 4221 cov 4.74329	rnode 528 length 4221 cov 4 74329	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_171_length_3474_cov_9.39716	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_171_length_3474_cov_9.39716.fasta	RNODE 171 length 3474 cov 9.39716	rnode 171 length 3474 cov 9 39716	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_314_length_6164_cov_50.81211	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_314_length_6164_cov_50.81211.fasta	RNODE 314 length 6164 cov 50.81211	rnode 314 length 6164 cov 50 81211	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_411_length_4317_cov_4.49267	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_411_length_4317_cov_4.49267.fasta	RNODE 411 length 4317 cov 4.49267	rnode 411 length 4317 cov 4 49267	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_431_length_1803_cov_5.36772	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_431_length_1803_cov_5.36772.fasta	RNODE 431 length 1803 cov 5.36772	rnode 431 length 1803 cov 5 36772	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_14_length_1961_cov_5.54358	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_14_length_1961_cov_5.54358.fasta	RNODE 14 length 1961 cov 5.54358	rnode 14 length 1961 cov 5 54358	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_451_length_4052_cov_6.62773	1214906	1214906	virus	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_451_length_4052_cov_6.62773.fasta	RNODE 451 length 4052 cov 6.62773	rnode 451 length 4052 cov 6 62773	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_559_length_3361_cov_13.97064	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_559_length_3361_cov_13.97064.fasta	RNODE 559 length 3361 cov 13.97064	rnode 559 length 3361 cov 13 97064	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_534_length_10183_cov_8.47628	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_534_length_10183_cov_8.47628.fasta	RNODE 534 length 10183 cov 8.47628	rnode 534 length 10183 cov 8 47628	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_56_length_2028_cov_4.74177	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_56_length_2028_cov_4.74177.fasta	RNODE 56 length 2028 cov 4.74177	rnode 56 length 2028 cov 4 74177	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_227_length_4381_cov_5.48337	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_227_length_4381_cov_5.48337.fasta	RNODE 227 length 4381 cov 5.48337	rnode 227 length 4381 cov 5 48337	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_496_length_8599_cov_9.53327	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_496_length_8599_cov_9.53327.fasta	RNODE 496 length 8599 cov 9.53327	rnode 496 length 8599 cov 9 53327	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_24_length_2639_cov_14.02331	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_24_length_2639_cov_14.02331.fasta	RNODE 24 length 2639 cov 14.02331	rnode 24 length 2639 cov 14 02331	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_322_length_4175_cov_18.22923	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_322_length_4175_cov_18.22923.fasta	RNODE 322 length 4175 cov 18.22923	rnode 322 length 4175 cov 18 22923	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_32_length_11742_cov_6.79514	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_32_length_11742_cov_6.79514.fasta	RNODE 32 length 11742 cov 6.79514	rnode 32 length 11742 cov 6 79514	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_60_length_1811_cov_3.41811	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_60_length_1811_cov_3.41811.fasta	RNODE 60 length 1811 cov 3.41811	rnode 60 length 1811 cov 3 41811	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_404_length_3462_cov_2.92616	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_404_length_3462_cov_2.92616.fasta	RNODE 404 length 3462 cov 2.92616	rnode 404 length 3462 cov 2 92616	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_220_length_2011_cov_9.40825	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_220_length_2011_cov_9.40825.fasta	RNODE 220 length 2011 cov 9.40825	rnode 220 length 2011 cov 9 40825	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_562_length_2033_cov_5.34232	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_562_length_2033_cov_5.34232.fasta	RNODE 562 length 2033 cov 5.34232	rnode 562 length 2033 cov 5 34232	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_54_length_5865_cov_60.48297	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_54_length_5865_cov_60.48297.fasta	RNODE 54 length 5865 cov 60.48297	rnode 54 length 5865 cov 60 48297	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_294_length_6942_cov_7.24595	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_294_length_6942_cov_7.24595.fasta	RNODE 294 length 6942 cov 7.24595	rnode 294 length 6942 cov 7 24595	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_133_length_1956_cov_5.95398	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_133_length_1956_cov_5.95398.fasta	RNODE 133 length 1956 cov 5.95398	rnode 133 length 1956 cov 5 95398	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_224_length_2083_cov_4.45463	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_224_length_2083_cov_4.45463.fasta	RNODE 224 length 2083 cov 4.45463	rnode 224 length 2083 cov 4 45463	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_487_length_5196_cov_22.71473	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_487_length_5196_cov_22.71473.fasta	RNODE 487 length 5196 cov 22.71473	rnode 487 length 5196 cov 22 71473	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_394_length_3642_cov_5.12873	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_394_length_3642_cov_5.12873.fasta	RNODE 394 length 3642 cov 5.12873	rnode 394 length 3642 cov 5 12873	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_38_length_1552_cov_8.47059	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_38_length_1552_cov_8.47059.fasta	RNODE 38 length 1552 cov 8.47059	rnode 38 length 1552 cov 8 47059	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_532_length_1573_cov_5.21419	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_532_length_1573_cov_5.21419.fasta	RNODE 532 length 1573 cov 5.21419	rnode 532 length 1573 cov 5 21419	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_498_length_2044_cov_7.98216	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_498_length_2044_cov_7.98216.fasta	RNODE 498 length 2044 cov 7.98216	rnode 498 length 2044 cov 7 98216	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_468_length_1541_cov_8.66960	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_468_length_1541_cov_8.66960.fasta	RNODE 468 length 1541 cov 8.66960	rnode 468 length 1541 cov 8 66960	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_362_length_3387_cov_8.21902	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_362_length_3387_cov_8.21902.fasta	RNODE 362 length 3387 cov 8.21902	rnode 362 length 3387 cov 8 21902	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_93_length_1501_cov_3.34415	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_93_length_1501_cov_3.34415.fasta	RNODE 93 length 1501 cov 3.34415	rnode 93 length 1501 cov 3 34415	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_259_length_1574_cov_100.84149	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_259_length_1574_cov_100.84149.fasta	RNODE 259 length 1574 cov 100.84149	rnode 259 length 1574 cov 100 84149	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_156_length_3948_cov_63.43887	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_156_length_3948_cov_63.43887.fasta	RNODE 156 length 3948 cov 63.43887	rnode 156 length 3948 cov 63 43887	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_290_length_1262_cov_19.53548	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_290_length_1262_cov_19.53548.fasta	RNODE 290 length 1262 cov 19.53548	rnode 290 length 1262 cov 19 53548	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_531_length_9868_cov_8.44904	1214906	1214906	virus	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_531_length_9868_cov_8.44904.fasta	RNODE 531 length 9868 cov 8.44904	rnode 531 length 9868 cov 8 44904	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_515_length_1754_cov_11.73892	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_515_length_1754_cov_11.73892.fasta	RNODE 515 length 1754 cov 11.73892	rnode 515 length 1754 cov 11 73892	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_530_length_2571_cov_32.65278	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_530_length_2571_cov_32.65278.fasta	RNODE 530 length 2571 cov 32.65278	rnode 530 length 2571 cov 32 65278	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_225_length_25884_cov_6.69550	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_225_length_25884_cov_6.69550.fasta	RNODE 225 length 25884 cov 6.69550	rnode 225 length 25884 cov 6 69550	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_323_length_1696_cov_4.05556	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_323_length_1696_cov_4.05556.fasta	RNODE 323 length 1696 cov 4.05556	rnode 323 length 1696 cov 4 05556	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_228_length_3093_cov_6.42006	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_228_length_3093_cov_6.42006.fasta	RNODE 228 length 3093 cov 6.42006	rnode 228 length 3093 cov 6 42006	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_350_length_2314_cov_37.19546	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_350_length_2314_cov_37.19546.fasta	RNODE 350 length 2314 cov 37.19546	rnode 350 length 2314 cov 37 19546	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_50_length_1796_cov_6.24352	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_50_length_1796_cov_6.24352.fasta	RNODE 50 length 1796 cov 6.24352	rnode 50 length 1796 cov 6 24352	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_360_length_7414_cov_9.06737	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_360_length_7414_cov_9.06737.fasta	RNODE 360 length 7414 cov 9.06737	rnode 360 length 7414 cov 9 06737	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_251_length_2763_cov_28.99562	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_251_length_2763_cov_28.99562.fasta	RNODE 251 length 2763 cov 28.99562	rnode 251 length 2763 cov 28 99562	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_159_length_3592_cov_2.43025	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_159_length_3592_cov_2.43025.fasta	RNODE 159 length 3592 cov 2.43025	rnode 159 length 3592 cov 2 43025	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_315_length_1516_cov_8.44846	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_315_length_1516_cov_8.44846.fasta	RNODE 315 length 1516 cov 8.44846	rnode 315 length 1516 cov 8 44846	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_149_length_1949_cov_4.19357	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_149_length_1949_cov_4.19357.fasta	RNODE 149 length 1949 cov 4.19357	rnode 149 length 1949 cov 4 19357	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_428_length_4686_cov_43.92415	45202	45202	plasmid	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_428_length_4686_cov_43.92415.fasta	RNODE 428 length 4686 cov 43.92415	rnode 428 length 4686 cov 43 92415	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_25_length_1750_cov_3.28993	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_25_length_1750_cov_3.28993.fasta	RNODE 25 length 1750 cov 3.28993	rnode 25 length 1750 cov 3 28993	0		no_exact_source_name_match	0			assembly_summary_no_match
RNODE_89_length_4251_cov_3.70418	32644	32644	unknown	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/RNODE_89_length_4251_cov_3.70418.fasta	RNODE 89 length 4251 cov 3.70418	rnode 89 length 4251 cov 3 70418	0		no_exact_source_name_match	0			assembly_summary_no_match
