sample	ncbi_species_taxid	truth_name	abundance_pct_all	candidate_gtdb_species	setup_genome_count	setup_exact_unique_genomes	setup_ambiguous_exact_genomes	setup_unmatched_genomes	setup_exact_unique_gtdb_species_count	setup_assembly_unique_genomes	setup_assembly_ambiguous_genomes	setup_assembly_unmatched_genomes	setup_assembly_unique_gtdb_species_count	setup_combined_unique_genomes	setup_combined_ambiguous_genomes	setup_combined_unmatched_genomes	setup_combined_unique_gtdb_species_count	rule_id
9	154	Spirochaeta thermophila	0.1577	s__Winmispira thermophila	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	1705394	Candidatus Thioglobus autotrophicus	0.0121	s__Thioglobus_A autotrophicus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	1705394	Candidatus Thioglobus autotrophicus	0.0121	s__Thioglobus_A autotrophicus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	1833	Rhodococcus erythropolis	0.0121	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	1833	Rhodococcus erythropolis	0.0121	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	1833	Rhodococcus erythropolis	0.0121	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	1833	Rhodococcus erythropolis	0.0121	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
9	201	Campylobacter lari	0.0121	s__Campylobacter_D lari_C	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	201	Campylobacter lari	0.0121	s__Campylobacter_D lari_C	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	2296	Desulfobacterium autotrophicum	0.3154	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	2296	Desulfobacterium autotrophicum	0.3154	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	2743	Marinobacter hydrocarbonoclasticus	0.0258	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
9	2743	Marinobacter hydrocarbonoclasticus	0.0258	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
9	28229	Colwellia psychrerythraea	0.2184	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	28229	Colwellia psychrerythraea	0.2184	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	28229	Colwellia psychrerythraea	0.2184	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	28229	Colwellia psychrerythraea	0.2184	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
9	316279	Synechococcus sp. CC9902	0.0607	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	316279	Synechococcus sp. CC9902	0.0607	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	324767	Bacillus infantis	0.0728	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	324767	Bacillus infantis	0.0728	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	324767	Bacillus infantis	0.0728	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	324767	Bacillus infantis	0.0728	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
9	467094	Ilumatobacter coccineus	0.6187	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	467094	Ilumatobacter coccineus	0.6187	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	543877	Altererythrobacter marensis	0.0121	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	543877	Altererythrobacter marensis	0.0121	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	713887	Candidatus Atelocyanobacterium thalassa	0.0121	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	713887	Candidatus Atelocyanobacterium thalassa	0.0121	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	713887	Candidatus Atelocyanobacterium thalassa	0.0121	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	713887	Candidatus Atelocyanobacterium thalassa	0.0121	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
9	73141	Thiocystis violascens	0.0243	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	73141	Thiocystis violascens	0.0243	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	73141	Thiocystis violascens	0.0243	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	73141	Thiocystis violascens	0.0243	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
9	89184	Ruegeria pomeroyi	0.0485	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
9	89184	Ruegeria pomeroyi	0.0485	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
9	89184	Ruegeria pomeroyi	0.0485	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
9	89184	Ruegeria pomeroyi	0.0485	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
